1: 55-21×1=
3769: 88-(52-14)=
3770: 2×5+2=
3771: 56×1-45=
3772: 17-5+67=
3773: 81-(71-15)=
3774: 3×6+8=
3775: 21-2-10=
3776: 87-31+43=
3777: 6-5+89=
3778: 11-(16-6)=
3779: 15×6-85=
3780: 56-1×7=
3781: 5×15-68=
3782: 24+10-5=
3783: 73+5+5=
3784: 33×3-43=
3785: 37+35-6=
3786: 97-4×16=
3787: 7+37+55=
3788: 89-(39+37)=
3789: 74-2×21=
3790: 3×13-21=
3791: 28-13×2=
3792: 8+29+57=
3793: 85-1×6=
3794: 21+64-4=
3795: 94-77+73=
3796: 92+6-81=
3797: 29+51-9=
3798: 44-(15+29)=
3799: 29+16+4=
3800: 63+30-14=
3801: 59-(37-1)=
3802: 5×16×1=
3803: 26×3+2=
3804: 60-(88-28)=
3805: 33+7-19=
3806: 10×4-32=
3807: 2×47-7=
3808: 5×2+83=
3809: 31×1-13=
3810: 93-72-5=
3811: 92-49-26=
3812: 78×1-55=
3813: 81-37-5=
3814: 97-86×1=
3815: 1×36-23=
3816: 77-(46+16)=
3817: 69-3×17=
3818: 20+6-6=
3819: 66-(57-41)=
3820: 93-17-66=
3821: 7+12+21=
3822: 88-5-77=
3823: 74-12+21=
3824: 56-32+14=
3825: 10+72-22=
3826: 66-(84-18)=
3827: 74-15×4=
3828: 81-61+66=
3829: 97-56-26=
3830: 21+63-33=
3831: 20-13×1=
3832: 26+71-67=
3833: 46-(79-79)=
3834: 81-56-4=
3835: 24×3-28=
3836: 72-20-11=
3837: 98-10-45=
3838: 87-11×1=
3839: 66-7-31=
3840: 39-(92-53)=
3841: (49-48)×38=
3842: 54-2×12=
3843: 97-78+62=
3844: 88+3-71=
3845: 85-31-40=
3846: 24-(91-88)=
3847: 2×23-30=
3848: 1×89-76=
3849: 7×14-5=
3850: 68-(30+19)=
3851: 28-(71-48)=
3852: 60-(11-8)=
3853: 93-9-55=
3854: 50-16×1=
3855: 2×1+52=
3856: 14+20-8=
3857: 14×7-85=
3858: (10+73)×1=
3859: 5×14-18=
3860: 7×13-79=
3861: 96-18-54=
3862: 52+30-23=
3863: 88-(33+8)=
3864: 98-(36-1)=
3865: 2×11+30=
3866: 14+85-81=
3867: 51-51+58=
3868: 75-2×13=
3869: 23+40-4=
3870: 8+91-61=
3871: 28+16+14=
3872: 5+31+61=
3873: (85-71)×3=
3874: 59+38-84=
3875: 53-10×2=
3876: 84-56-6=
3877: 45+16-33=
3878: 39-25+4=
3879: 19+50+4=
3880: 29-8-10=
3881: 93-(93-81)=
3882: 94-2×12=
3883: 87-12+3=
3884: 72-2×3=
3885: 79-62+52=
3886: 50+30-21=
3887: 97-(3+77)=
3888: 93-87+19=
3889: 10-2+18=
3890: 82-(11-5)=
3891: 68-(98-88)=
3892: (86-83)×14=
3893: 73-28×1=
3894: 57+30-34=
3895: 44×2-59=
3896: 34+7+25=
3897: 2×44+1=
3898: 31-1×25=
3899: 92-22-28=
3900: 76+10-67=
3901: 2×38-13=
3902: 80-(93-20)=
3903: 29+35-26=
3904: 21-(49-32)=
3905: 84-(99-74)=
3906: 75-47+20=
3907: 69-45×1=
3908: 3×29-52=
3909: 39+57-44=
3910: 32+7+1=
3911: 1×96-23=
3912: 16+76-90=
3913: 79-51+42=
3914: 98-57-12=
3915: 69-60+50=
3916: 95-(61-46)=
3917: 5+76-78=
3918: 63+36-45=
3919: 90-(61+25)=
3920: 75-9+16=
3921: 88-8-59=
3922: (16-15)×66=
3923: 1×99-50=
3924: 54-40+5=
3925: 32×2×1=
3926: 96-(70+14)=
3927: 11+70-21=
3928: 31+21-50=
3929: 58-6×6=
3930: 91-69+24=
3931: 2×15+62=
3932: 30+2-25=
3933: 13×6-42=
3934: 1×64+18=
3935: 41-(48-13)=
3936: 76+20-15=
3937: 94-(32+58)=
3938: 4+93-11=
3939: 88-26×2=
3940: (66-23)×2=
3941: 86-9×2=
3942: 26+30-44=
3943: 76-(62-4)=
3944: 70+8-71=
3945: 39+21+6=
3946: 58-23+44=
3947: 50-9+1=
3948: 83-(73-21)=
3949: (28+20)×2=
3950: 94-14-32=
3951: 27+64-13=
3952: 26+42+2=
3953: 13-4+16=
3954: 45-10-23=
3955: 31-22-7=
3956: 1×93-72=
3957: 85-12×7=
3958: 16+57-25=
3959: 83-60-16=
3960: 96-59×1=
3961: 84-48×1=
3962: 1×82+16=
3963: 98×1-35=
3964: 45-5+14=
3965: 77-34-12=
3966: 44×1-21=
3967: 80-40+33=
3968: 48+6-1=
3969: 79-74+48=
3970: 93×1-72=
3971: 2×2×11=
3972: 7×14-15=
3973: 3×9+29=
3974: 82+14-15=
3975: 92-27-37=
3976: 66-16×4=
3977: 58-4+11=
3978: 1×38+30=
3979: 16×6-11=
3980: 49-24+38=
3981: 95-(1+73)=
3982: 93-(43+33)=
3983: 1×29-1=
3984: 92-81+44=
3985: 2×21+15=
3986: 85-(10+26)=
3987: 93-(86-39)=
3988: 3×17-20=
3989: 2×18-12=
3990: 82-(12+67)=
3991: 34+17-16=
3992: 2×35-4=
3993: 86-7×11=
3994: 20+71-28=
3995: 54-36×1=
3996: 8×6+12=
3997: 96-20-46=
3998: 1×57×1=
3999: 2×4+31=
4000: (9-7)×29=
4001: 34+58-41=
4002: 1×36+3=
4003: 35-8-5=
4004: (4+1)×1=
4005: 2+61+26=
4006: 72-(24+40)=
4007: 8×4+64=
4008: 22-11+40=
4009: 88-63-20=
4010: 81-(70-31)=
4011: 57-(15+17)=
4012: 7×3+52=
4013: 88-51+4=
4014: 3+27+53=
4015: 31-2×7=
4016: 15×3+41=
4017: 21+66-1=
4018: 96-(74-20)=
4019: 38+23-54=
4020: 28+7-21=
4021: 99-1×63=
4022: 41×2-69=
4023: 57-(89-65)=
4024: 74-72+91=
4025: 6×15-4=
4026: 75-20-25=
4027: 85-(63+11)=
4028: 75-13×4=
4029: 51×1-22=
4030: 60-(86-45)=
4031: 39×2-7=
4032: 80-13×6=
4033: 81-60-1=
4034: 40-30+39=
4035: 1×71+11=
4036: 66+33-23=
4037: 93-(65-39)=
4038: 2×47-71=
4039: 84-24+3=
4040: 94-15-42=
4041: 35+62-51=
4042: 32+12+44=
4043: 21+31-6=
4044: 12+49-22=
4045: 82+8-39=
4046: 1×1×58=
4047: 92-83+14=
4048: 80-(25+20)=
4049: 73-58+36=
4050: 31+42-28=
4051: 95-(42+27)=
4052: 26-10-7=
4053: 3×4+4=
4054: 1×37+49=
4055: 37-23×1=
4056: 71+12-7=
4057: 94-1×59=
4058: 85-84+57=
4059: 53-41+53=
4060: 51-12+47=
4061: 2+83-41=
4062: 98-33-60=
4063: 88-7-38=
4064: 83-73×1=
4065: 43-(96-85)=
4066: 10×1+66=
4067: 28+53+15=
4068: 74-47+29=
4069: 86-1×70=
4070: 86×1+3=
4071: 23×2-11=
4072: 16×2-24=
4073: 75-(85-64)=
4074: 8×5+46=
4075: 66+33-12=
4076: 8+59+20=
4077: 72-2×22=
4078: 48+6-26=
4079: 83-62×1=
4080: 1×82+7=
4081: 98-3×29=
4082: 64-(91-77)=
4083: 95-85+45=
4084: 93-56×1=
4085: 46-(64-60)=
4086: 62-(82-43)=
4087: 21+63-60=
4088: 97-27+19=
4089: 61-9-36=
4090: 84-(68+10)=
4091: 68-54+46=
4092: 98-(90-4)=
4093: 17×1+35=
4094: 1×95-28=
4095: 89-54+34=
4096: 25+25-6=
4097: 91-(42+4)=
4098: 60-46+13=
4099: 34-26×1=
4100: 76×1+1=
4101: 97-41+17=
4102: 20-2-1=
4103: 1×62-24=
4104: 1×48-7=
4105: 55-(13+19)=
4106: 57+25+14=
4107: 43-(92-68)=
4108: 8+43-16=
4109: 51-(20-1)=
4110: 7×5+57=
4111: 1×41+26=
4112: 1×56+27=
4113: 5+4+67=
4114: 17×4-13=
4115: 32+2+36=
4116: 5×10+1=
4117: 9×10-40=
4118: 73-1×45=
4119: 55×1+3=
4120: 16+70-12=
4121: 59-5+42=
4122: 84×1-70=
4123: 51+45-20=
4124: 41×2-54=
4125: 11+7+68=
4126: 32-9×1=
4127: 58+5+33=
4128: 90-18-30=
4129: 14+16+4=
4130: 77+21-21=
4131: 64+20-5=
4132: 75-35-33=
4133: 38×1-12=
4134: 76-49+32=
4135: 99-(17+73)=
4136: 48+15-43=
4137: 67-2×22=
4138: 21+52+14=
4139: 4×23-51=
4140: 91-(23+22)=
4141: 73-15×3=
4142: 69+20-43=
4143: 76×1-48=
4144: 1+11-4=
4145: 41+28-28=
4146: 22+70+4=
4147: 87-(55-43)=
4148: 8+85-27=
4149: 83-4×6=
4150: 54+32-33=
4151: 17+81-24=
4152: 93-85+4=
4153: 74-25-30=
4154: 98-12×6=
4155: 54-(7+6)=
4156: 94-(25-1)=
4157: 41+21-26=
4158: 58+28-72=
4159: 37-7+58=
4160: 88-23×3=
4161: 33+31-28=
4162: 74-(5+11)=
4163: 2×41-50=
4164: 45-20×2=
4165: 15+63-75=
4166: 56-4-10=
4167: 1×78-23=
4168: 12×5-9=
4169: 7×12-65=
4170: 69-(80-65)=
4171: 96-(55-3)=
4172: 59-(54-23)=
4173: 90-36×1=
4174: 1×11+78=
4175: 56-8×7=
4176: 87-10-37=
4177: 45+19-59=
4178: 76+19-35=
4179: 19×3-2=
4180: 87-23+24=
4181: 15+43-31=
4182: 39×2-36=
4183: 94-1×67=
4184: 94-17-69=
4185: 14+49-5=
4186: 1×78-58=
4187: 11+41+10=
4188: 62+35-62=
4189: 61-32+12=
4190: 15×4+34=
4191: 69-16+34=
4192: 50×1+16=
4193: 50-6×1=
4194: 47×1+34=
4195: 14+59-65=
4196: 11+26+8=
4197: 39-15+28=
4198: 69-(62-17)=
4199: 90-79+78=
4200: 58×1-25=
4201: 98-2×37=
4202: 78+11-14=
4203: 11-(87-86)=
4204: 24+26-29=
4205: 20+33+9=
4206: 55-(44-21)=
4207: 95-37×2=
4208: 6×3×4=
4209: 57-5×9=
4210: 14+58+1=
4211: 97-9-25=
4212: 13×5+3=
4213: 83-(80-16)=
4214: 16×6-28=
4215: 53-(2+43)=
4216: 1×46+5=
4217: 51-(87-69)=
4218: 18×2+6=
4219: 1×67-41=
4220: 7+59+18=
4221: 96-(64+29)=
4222: 1×63-53=
4223: 61+20-58=
4224: 85-(28+42)=
4225: 2×12-6=
4226: 98-(75-39)=
4227: 46×2-11=
4228: 4+80+8=
4229: 2×39+7=
4230: 81-55+58=
4231: 64+26-40=
4232: 1×78-42=
4233: 2×27-46=
4234: 51-(37-26)=
4235: 1×93-55=
4236: 27-(95-83)=
4237: 98×1-68=
4238: 2+66-5=
4239: 25×2-10=
4240: 85-2×28=
4241: 5×14-54=
4242: 96-(40+33)=
4243: 71-(73-54)=
4244: 72-22+48=
4245: 94-(53-3)=
4246: 9×11-78=
4247: 35-19+27=
4248: 1+71+21=
4249: 2×47-93=
4250: 28×1-24=
4251: 96-42×1=
4252: 69-36+59=
4253: 1×29+68=
4254: 85-(4-4)=
4255: 9-6+3=
4256: 54-40+27=
4257: 12×5+5=
4258: 49+17+5=
4259: 14×7-44=
4260: 44×1-24=
4261: 37+15+13=
4262: 83-57-13=
4263: 87-15-2=
4264: 61+10-43=
4265: 11+11+59=
4266: 7×8-3=
4267: 3+66+18=
4268: 66×1-58=
4269: 72-47+68=
4270: 1×87+11=
4271: 97-20-65=
4272: 36+33-63=
4273: 95-(14+44)=
4274: 15-9+2=
4275: 86-(20-11)=
4276: 99-(39+9)=
4277: 18×4-1=
4278: 9-1+67=
4279: 48+27+19=
4280: 77-56+19=
4281: 22+63-75=
4282: 18×3+41=
4283: 34×2-60=
4284: 1×15+36=
4285: 1×2+12=
4286: 53+6-40=
4287: 85-(26-4)=
4288: 70-(3+65)=
4289: 2×25+34=
4290: 59+35-3=
4291: 1×35-34=
4292: 4×1×18=
4293: 5×18-37=
4294: 32-18+35=
4295: 35-33+71=
4296: 13+10-16=
4297: 4×11-34=
4298: 47+32-51=
4299: 90-62+51=
4300: 2+39+28=
4301: 5×16+18=
4302: 4×20-63=
4303: 31+9+19=
4304: 38-(8+10)=
4305: 2+33-5=
4306: 83+9-13=
4307: 89-(23+41)=
4308: 12+77-6=
4309: 93×1-55=
4310: 20+43-41=
4311: 72-5×10=
4312: 82-(4+31)=
4313: 61+33-52=
4314: 4+37+2=
4315: 8×10-30=
4316: 35+64-24=
4317: 61-(93-50)=
4318: 68-8-53=
4319: 49×2-50=
4320: 13+43-36=
4321: 9+68-45=
4322: 74-2×4=
4323: 62×1-47=
4324: 59-(4+30)=
4325: 43+54-48=
4326: 17×3-36=
4327: 99-(36+57)=
4328: 99-(17+45)=
4329: 15+33-19=
4330: 77-10-12=
4331: 73-3×12=
4332: 73-13+31=
4333: 28+12+25=
4334: 2+92-66=
4335: 52-51×1=
4336: 5+50+23=
4337: 56-(59-56)=
4338: 89-(31+32)=
4339: 55×1+12=
4340: 34-11-17=
4341: 52×1-22=
4342: 96-(70-46)=
4343: 11×5+33=
4344: 11+7+5=
4345: 98-78+64=
4346: 4×1+28=
4347: 34+50-35=
4348: 34-(82-73)=
4349: (91-88)×12=
4350: 7+56+6=
4351: 26+33-28=
4352: 1×31-25=
4353: 81-(8+42)=
4354: 7×7+14=
4355: 24-1×2=
4356: 77-(9+49)=
4357: 7+62-25=
4358: 97-24+13=
4359: 26×1+18=
4360: 82-9×7=
4361: 33+3+55=
4362: 71-11+39=
4363: 89-(76+8)=
4364: 53-23+68=
4365: 3×33-56=
4366: 94-(70-12)=
4367: 10+69-33=
4368: 96-22-31=
4369: 48×1-38=
4370: 58+6+16=
4371: 96-1×70=
4372: 79+16-26=
4373: 64-1×38=
4374: 90-8-31=
4375: 91-63×1=
4376: 65-7-51=
4377: 72-61×1=
4378: 96-6×13=
4379: 1×95-55=
4380: 89-(8+49)=
4381: 76-(76-25)=
4382: 71-(53-19)=
4383: 3×22-2=
4384: 15-(37-33)=
4385: 53+38-39=
4386: 6+77-57=
4387: 28+31+10=
4388: 1×68-31=
4389: 22×3+9=
4390: 3+24+61=
4391: 97-(86-32)=
4392: 36-2×15=
4393: 53+31+10=
4394: 85-2-67=
4395: 96-67×1=
4396: 83-(91-46)=
4397: 33+8+18=
4398: 11-(26-17)=
4399: 8+79-76=
4400: 84-1×81=
4401: 28+60+9=
4402: 91-(97-25)=
4403: 8+58-28=
4404: 85-(52-3)=
4405: 3×11+8=
4406: 20-(97-87)=
4407: 6+35+48=
4408: 19-8+56=
4409: 46-12-21=
4410: 17+21-31=
4411: 1×17+18=
4412: 75-(53-27)=
4413: 36+29-49=
4414: 14+47-55=
4415: 13+6+76=
4416: 92-71-18=
4417: 14×5-42=
4418: 1×54-40=
4419: 87-77-3=
4420: 1×32+67=
4421: 94-21-51=
4422: 11×8-28=
4423: 37×1+60=
4424: 91-(47-39)=
4425: 12+83-61=
4426: 71-62+7=
4427: 98-17-60=
4428: 11+61-20=
4429: 57+37-15=
4430: 1×5+32=
4431: 69-1×26=
4432: 42-12+65=
4433: 77-(21+48)=
4434: 52-8×2=
4435: 93-90+86=
4436: 30×2-7=
4437: 45-(11+16)=
4438: 91×1-40=
4439: 26×1+65=
4440: 83-38+48=
4441: 85-59-21=
4442: 44+44-41=
4443: 29-3-20=
4444: 94-29-62=
4445: 38-9+66=
4446: 13-11+56=
4447: 63-8-26=
4448: 59+4-37=
4449: 66-14×4=
4450: 39+49-64=
4451: 1×53+43=
4452: 6×1+25=
4453: 5+82-70=
4454: 7+53-45=
4455: 61+36-4=
4456: 41-(66-56)=
4457: 5×9-36=
4458: 96-17-42=
4459: 44+46-19=
4460: 29+66-49=
4461: 4×17+8=
4462: 98-(10+74)=
4463: 1+17+28=
4464: 1×35+1=
4465: 12-5×2=
4466: 1×60+15=
4467: 83-14×5=
4468: 5+37-16=
4469: (91-15)×1=
4470: 75+23-53=
4471: 66-2×18=
4472: 10×9-79=
4473: 3×19+28=
4474: 71-10-38=
4475: 96-38+30=
4476: 90-26+33=
4477: 3×22+21=
4478: 48+39-23=
4479: 62-35+40=
4480: 62+9-65=
4481: 93-62+22=
4482: 72×1-1=
4483: 51-(76-51)=
4484: 37+49-60=
4485: 94-1-40=
4486: 98-58-23=
4487: 71+14-4=
4488: 18×4+12=
4489: 65-(30+9)=
4490: 14×3-35=
4491: 1×84-69=
4492: 64-(89-79)=
4493: 80×1-53=
4494: 97-(71-44)=
4495: 54-35+78=
4496: 6+24+11=
4497: 66-(72-30)=
4498: 72-30-6=
4499: 24×3-65=
4500: 55-37+49=
4501: 89-(51-6)=
4502: 2×2+20=
4503: 59+31-38=
4504: 2×8+73=
4505: 85-25-54=
4506: 51+34-55=
4507: 82-30+23=
4508: 11×1×8=
4509: 11-(84-77)=
4510: 87-77+75=
4511: (33-31)×19=
4512: 2×35-21=
4513: 2×20×2=
4514: 68-61+69=
4515: 13-7×1=
4516: 30+8-22=
4517: 33-24+88=
4518: 34+43-55=
4519: 26+61+9=
4520: 83-1×72=
4521: 97-10-65=
4522: 24+41-3=
4523: 80+16-86=
4524: 11+41-10=
4525: 75-1+15=
4526: 2×20+32=
4527: 16+46+15=
4528: 82+2-69=
4529: 84-(90-27)=
4530: 32×3-70=
4531: 69×1-34=
4532: 75-(50-21)=
4533: 54-(86-56)=
4534: 13×3+10=
4535: 16×1+52=
4536: 2+81-44=
4537: 58-24×2=
4538: 44-18-21=
4539: 28×1+57=
4540: 46-21-9=
4541: 98-68-12=
4542: 82-(40-8)=
4543: 40-13+21=
4544: 99-(53-37)=
4545: 1×25-21=
4546: 93-21×3=
4547: 43-(99-88)=
4548: 4+48+45=
4549: 65×1+32=
4550: 36+55-58=
4551: 3×12+13=
4552: 48-7×1=
4553: 53-1×28=
4554: 40×2+5=
4555: 37×1+11=
4556: 66-(97-79)=
4557: 7×12-83=
4558: 98-48+7=
4559: 97×1-59=
4560: 67×1-24=
4561: 67-57+84=
4562: 78+14-44=
4563: 98-19×4=
4564: 23-(34-34)=
4565: 67×1-15=
4566: (49-36)×5=
4567: 3×31-63=
4568: 49-24+37=
4569: 80-(28+50)=
4570: 28+5+52=
4571: 67×1-66=
4572: 1×12+75=
4573: 82-(82-70)=
4574: 1×34+23=
4575: 49-35+62=
4576: 1×82+6=
4577: 1×27+32=
4578: 1×63+18=
4579: 69+9-15=
4580: 78-(81-46)=
4581: 75-37-15=
4582: 6+54-54=
4583: 24+22-36=
4584: 33+47-19=
4585: 10+21+58=
4586: 88-(76+8)=
4587: 16+65-15=
4588: 23+20+9=
4589: 3×26-50=
4590: 62-42+43=
4591: 56+32-37=
4592: 1×57-20=
4593: 21-(37-30)=
4594: 31-(25-20)=
4595: 21+15+24=
4596: 89-(42+47)=
4597: 51+14+9=
4598: 56-9-8=
4599: 19×2+23=
4600: 82-80+87=
4601: 85-(37+21)=
4602: 70-22+19=
4603: (93-47)×1=
4604: 95-(36+48)=
4605: 32×2+29=
4606: 19+59-39=
4607: 71-21+24=
4608: 1×70-18=
4609: 73-(3+1)=
4610: 75+5+2=
4611: 2×35-26=
4612: 2×46-15=
4613: 93-42×1=
4614: 91-(66+6)=
4615: 92-(28+39)=
4616: 98-(14+55)=
4617: 48×2-94=
4618: 26+67-37=
4619: 31×2-28=
4620: 24-20+71=
4621: 3+1+47=
4622: 7-1+42=
4623: 2×23+17=
4624: 21+42-43=
4625: 20+46-49=
4626: 66-(54+4)=
4627: 1×87-62=
4628: 87-57×1=
4629: 3×15-4=
4630: 37×1+18=
4631: 19-1×15=
4632: 5×3+72=
4633: 99-2×39=
4634: 6+79-74=
4635: 1×76-46=
4636: 53+6-37=
4637: 11+68+2=
4638: 44-2+5=
4639: 85×1+6=
4640: 53-(84-55)=
4641: 9+75-79=
4642: 51-20+58=
4643: 92-29-59=
4644: 20+78-90=
4645: 38-(68-54)=
4646: 85-(40+19)=
4647: 69-3+19=
4648: 98-(57+30)=
4649: 23+16+49=
4650: 74-(46-15)=
4651: (53-44)×4=
4652: 97-(32+47)=
4653: 70-39-22=
4654: 9-2×1=
4655: 14×6-63=
4656: 73-44+35=
4657: 82-(37+40)=
4658: 80+10-67=
4659: 57-(19+33)=
4660: 33+43-47=
4661: 87-3×18=
4662: 19-(38-33)=
4663: 37+46-65=
4664: (42-42)×54=
4665: 39-(2+1)=
4666: 8×5-20=
4667: 82-33+10=
4668: 5+80-51=
4669: 72×1+9=
4670: 62-(65-18)=
4671: 21+47-13=
4672: 58+31+3=
4673: 86-44+57=
4674: 67+4-43=
4675: 82×1+3=
4676: 92-74+70=
4677: 58+4-10=
4678: 40-(36-8)=
4679: 13+27+44=
4680: 40+53-82=
4681: 99-73+63=
4682: 74+8-54=
4683: 46-13-11=
4684: 9×4+19=
4685: 81-6×1=
4686: 1×48-14=
4687: 19-(46-33)=
4688: 61-27-12=
4689: 99-(31+32)=
4690: 83-(57-8)=
4691: 79-10+23=
4692: 11×6-59=
4693: 50+16-19=
4694: 98-47-25=
4695: 73-(41-11)=
4696: 13×5-59=
4697: 1×26+54=
4698: 9×8-16=
4699: 49×1-42=
4700: 92-77+19=
4701: 97-38-33=
4702: 3+65-11=
4703: 16-(35-31)=
4704: 8+83-19=
4705: 71-36-6=
4706: 69-53+70=
4707: 51-23+18=
4708: 18+8-24=
4709: 93-(52+22)=
4710: 7×9-40=
4711: 52-21+35=
4712: 54-5-8=
4713: 79-46×1=
4714: 66-(6+45)=
4715: 6×10+14=
4716: 1×52+41=
4717: 99-17-81=
4718: 26×1+19=
4719: 4×19-12=
4720: 56+6+35=
4721: 86-35+44=
4722: 53-(69-36)=
4723: 97-5×12=
4724: 84-(97-90)=
4725: 70-(51+18)=
4726: 70+2-63=
4727: 13+82-24=
4728: 6×8-31=
4729: 96-54+11=
4730: 64-50+45=
4731: 36-(55-43)=
4732: 6×15-88=
4733: 5×15+17=
4734: 2×27+4=
4735: 97-58-26=
4736: 98-16×5=
4737: 10+7+30=
4738: 6×7+51=
4739: 50+17-18=
4740: 95-3-10=
4741: 13+51+22=
4742: 77-(28+48)=
4743: 5×13-43=
4744: 17-8+67=
4745: 42-26+55=
4746: 5×19-76=
4747: 44-24+67=
4748: 84×1+3=
4749: 13×1+40=
4750: 67-(94-86)=
4751: 43×1-34=
4752: 1×67-36=
4753: 90×1-47=
4754: 74-(45+25)=
4755: 74-14+31=
4756: 47-1×10=
4757: 2×48-75=
4758: 3×12+1=
4759: 12+13+15=
4760: 37-4+23=
4761: 88-51-6=
4762: 65-(27+8)=
4763: 60-32×1=
4764: 5×7+64=
4765: 94-56-21=
4766: 5×14+12=
4767: 55-50+32=
4768: 54×1+12=
4769: 74+21-30=
4770: 97-(13+7)=
4771: 48×2-79=
4772: 33×2+16=
4773: 9×10-80=
4774: 71×1-18=
4775: 24+33-36=
4776: 87-(39-10)=
4777: 83-25×2=
4778: 70-(51-47)=
4779: 94-44+20=
4780: 51-46+51=
4781: 80-12×6=
4782: 30+49+19=
4783: (87-63)×2=
4784: 5+90-46=
4785: 33+16-7=
4786: 16×6-25=
4787: 64-40+58=
4788: 74-4-18=
4789: 46+34-64=
4790: 87-73+38=
4791: 23×4-49=
4792: 90-83+3=
4793: 47-(63-21)=
4794: 44×1+35=
4795: 40-10×3=
4796: 48-12×4=
4797: 99×1-44=
4798: 99-7-31=
4799: 12+32-30=
4800: 20+46+21=
4801: 94-(18+68)=
4802: 58-34+47=
4803: 81-(53+13)=
4804: 75-(92-38)=
4805: 30+11-25=
4806: 22+34-1=
4807: 14×3-41=
4808: 2×29-35=
4809: 89-84+27=
4810: 32×1-17=
4811: 97-(12+33)=
4812: 30-22-2=
4813: 22+15+47=
4814: 95-5×5=
4815: 22×2+16=
4816: 45+47-37=
4817: 40-(23+15)=
4818: 78+21-20=
4819: 7×4+64=
4820: 6×9-26=
4821: 73-55+58=
4822: 30+65-94=
4823: 43+19+7=
4824: 75-10+7=
4825: 55+24-67=
4826: 82-35-13=
4827: 55+19+15=
4828: 14+59-71=
4829: 99-1×53=
4830: 47-(55-47)=
4831: 88+8-89=
4832: 78×1+9=
4833: 40-7+64=
4834: 42-8+41=
4835: 2×44-39=
4836: 65-(70-58)=
4837: (47-46)×45=
4838: 51-36+67=
4839: 1×93-24=
4840: 80+15-19=
4841: 71-3×19=
4842: 83+16-60=
4843: 89-(98-98)=
4844: 22-14+7=
4845: 66-13+35=
4846: 6×1+70=
4847: 11×8+10=
4848: 73-2×31=
4849: 79-9-12=
4850: 72-4-54=
4851: 85-1-23=
4852: 41-(6+25)=
4853: 92-78×1=
4854: 20+69-74=
4855: 21+24-39=
4856: 93-(48-12)=
4857: 84-(46+9)=
4858: 2+61-4=
4859: 6+68-57=
4860: 18×3+19=
4861: 49-(99-99)=
4862: 30-(44-17)=
4863: 7-4+49=
4864: 59+28-84=
4865: 92-(1+25)=
4866: 84-40-29=
4867: 75-(91-34)=
4868: 29×1+51=
4869: 9+90-84=
4870: 86-20×3=
4871: 21+47+19=
4872: 54+11-5=
4873: 16+68-64=
4874: 85-(55+20)=
4875: 84-(36-15)=
4876: 94-28+16=
4877: 5-(25-21)=
4878: 1×88-80=
4879: 42+15+42=
4880: 2×45-35=
4881: 67-(70-65)=
4882: 16×6-47=
4883: 54-(31-20)=
4884: 8×2+59=
4885: 54-7-35=
4886: 50-22+10=
4887: 58-(19+27)=
4888: 55-43+69=
4889: 1×34+14=
4890: 56-20-12=
4891: 14+13+52=
4892: 78-(71-29)=
4893: 71-5+17=
4894: 23×3-4=
4895: 57+25-9=
4896: 55+7+28=
4897: 95-10-12=
4898: 97-(60+13)=
4899: 75-(22-13)=
4900: 85-21-36=
4901: 90+3-30=
4902: 67-10×5=
4903: 15×3-38=
4904: 6×12-47=
4905: 64-62+35=
4906: 4+87-8=
4907: 43-6+14=
4908: 77-43+35=
4909: 1×38+54=
4910: 92-44-31=
4911: 88-3×1=
4912: 73-34×1=
4913: 79-(82-44)=
4914: 45+51-50=
4915: 71-26-33=
4916: 94-(12+47)=
4917: 10-2×4=
4918: 94-31×2=
4919: 75-(35+6)=
4920: 37+47-39=
4921: 42-40+85=
4922: 56-1×37=
4923: 83-(49-6)=
4924: 50-(54-46)=
4925: 76-17-10=
4926: 27-(18-10)=
4927: 95-71×1=
4928: 20+27+35=
4929: 2×19+11=
4930: 88-64-20=
4931: 5×9+22=
4932: 67+22-27=
4933: 45×1+1=
4934: 50-(35-12)=
4935: 1×41+49=
4936: 59+30-24=
4937: 71-66+75=
4938: 67-22-34=
4939: 9×3-6=
4940: 88-(27-8)=
4941: 2×2+80=
4942: (2+13)×4=
4943: 94+4-54=
4944: 3×31-77=
4945: 17+19-3=
4946: 42+57-67=
4947: 4×16-37=
4948: 2+18+35=
4949: 54-14-11=
4950: 83-25+38=
4951: 95-(5+78)=
4952: 22-(63-44)=
4953: 1×72-53=
4954: 89-7-77=
4955: 99-8×4=
4956: 90-(89-88)=
4957: 1×9+63=
4958: 30-9×3=
4959: 38-22-2=
4960: 1×1×50=
4961: 75-1-47=
4962: 18×1+72=
4963: 60-(86-28)=
4964: 75-(20-11)=
4965: 15×5-10=
4966: 75+13-64=
4967: 7+87-12=
4968: 43+36-16=
4969: 84-31-28=
4970: 3+67+27=
4971: 76-(93-92)=
4972: 98-(24+59)=
4973: 46+29-6=
4974: 93+4-93=
4975: 15+9-18=
4976: 99-(62+19)=
4977: 13+26+2=
4978: 31+1-26=
4979: 18×5-66=
4980: 65-(28+10)=
4981: 82-(16+63)=
4982: 24×4-65=
4983: 98-52+26=
4984: 75-(99-26)=
4985: 81-21×3=
4986: 59-10-3=
4987: 10×9-71=
4988: 80-51-9=
4989: 58-(19+32)=
4990: 18+74-67=
4991: 43-3+50=
4992: 43+43-79=
4993: 70-32+43=
4994: 75-(29-14)=
4995: 97-(89-19)=
4996: 76-11-53=
4997: 56-56+92=
